p_id,turn,sent_no,role,text,chars,esconv,note
P13,3,24,Response,가장 먼저 보는 것은 취업자수 증가폭이야.,23,,
P13,3,25,Response,쉽게 말해 “일자리가 얼마나 늘고 있나”를 보는 지표야.,31,,
P13,3,26,Response,"취업자수가 계속 늘면 경기가 완전히 나쁘다고 보기 어렵고, 반대로 취업자수 증가폭이 급격히 둔화되거나 감소하면 내수·기업활동·생산이 약해지고 있다는 신호가 될 수 있어.",94,,
P13,3,27,Response,한국은행도 통화신용정책보고서에서 “전체 취업자수는 증가세를 유지했으나 제조업 등에서는 감소세를 지속”했다는 식으로 전체 취업자수와 업종별 차이를 함께 봐.,86,,
P13,3,28,Response,(한국은행) 다만 취업자수가 증가한다고 무조건 고용이 좋다고 판단하면 안 돼.,43,,
P13,3,29,Response,고령층 공공일자리나 단시간 일자리가 많이 늘어도 전체 취업자수는 증가할 수 있기 때문이야.,50,,
P13,3,30,Response,"그래서 한국은행은 취업자수의 양뿐만 아니라 어느 산업에서, 어떤 연령층에서, 어떤 형태의 일자리가 늘었는지를 같이 봐.",66,,
P13,3,31,Response,2. 실업률,6,,
P13,3,32,Response,실업률은 일하고 싶고 구직활동도 하고 있는데 일자리를 얻지 못한 사람의 비율이야.,45,,
P13,3,33,Response,"기준금리 판단에서 실업률은 노동시장의 유휴인력, 즉 경기 여유 정도를 보여줘.",43,,
P13,3,34,Response,"실업률이 낮으면 노동시장이 타이트하다는 뜻이고, 기업이 사람을 구하기 어려워지면서 임금 상승 압력이 커질 수 있어.",64,,
P13,3,35,Response,이는 서비스물가나 근원물가 상승 압력으로 이어질 수 있기 때문에 금리 인하에는 부담이 될 수 있어.,55,,
P13,3,36,Response,"반대로 실업률이 오르면 노동시장 냉각, 소비 여력 약화, 경기 하방압력 확대를 의미할 수 있어서 금리 인하 논리를 강화할 수 있어.",73,,
P13,3,37,Response,"다만 한국은 실업률 자체가 구조적으로 낮게 나오는 경향이 있어서, 실업률만 보기보다는 고용률·확장실업률을 같이 봐야 해.",67,,
P13,3,38,Response,3. 고용률,6,,
P13,3,39,Response,고용률은 15세 이상 인구 중 실제로 취업한 사람의 비율이야.,34,,
P13,3,40,Response,실업률보다 노동시장 상태를 더 넓게 보여줄 때가 많아.,30,,
P13,3,41,Response,예를 들어 사람들이 구직을 포기해서 경제활동인구에서 빠져나가면 실업률은 낮아질 수 있어.,49,,
P13,3,42,Response,이 경우 겉으로는 실업률이 좋아 보이지만 실제 고용상황은 좋지 않을 수 있어.,43,,
P13,3,43,Response,그래서 고용률을 같이 보면 “사람들이 실제로 얼마나 일하고 있는지”를 확인할 수 있어.,48,,
P13,3,44,Response,"한국은행도 고용률과 실업률을 함께 제시하면서, 고용률이 지난해보다 높은지, 실업률이 낮아진 이유가 취업자 증가 때문인지 아니면 노동시장 참여 감소 때문인지를 같이 해석해. (한국은행)",102,,
P13,3,45,Response,4. 경제활동참가율,10,,
P13,3,46,Response,경제활동참가율은 일할 의사가 있는 사람이 얼마나 되는지를 보는 지표야.,39,,
P13,3,47,Response,취업자와 실업자를 합친 경제활동인구가 전체 생산가능인구에서 차지하는 비율이야.,43,,
P13,3,48,Response,이 지표가 중요한 이유는 실업률의 착시를 줄여주기 때문이야.,33,,
P13,3,49,Response,예를 들어 경기가 나빠져서 사람들이 구직을 포기하면 실업자로 잡히지 않아 실업률이 낮아질 수 있어.,55,,
P13,3,50,Response,하지만 경제활동참가율이 하락했다면 실제로는 노동시장이 약해진 것으로 봐야 해.,43,,
P13,3,51,Response,"그래서 한국은행 입장에서는 실업률 하락이 좋은 신호인지, 아니면 구직 포기 증가 때문인지를 구분해야 해.",58,,
P13,3,52,Response,후자라면 경기 하방압력이 더 크다고 판단할 수 있어.,29,,
P13,3,53,Response,5. 확장실업률,8,,
P13,3,54,Response,"확장실업률은 공식 실업자뿐 아니라 시간관련 추가취업가능자, 잠재취업가능자, 잠재구직자까지 포함해 보는 지표야.",61,,
P13,3,55,Response,쉽게 말하면 “공식 실업률에는 안 잡히지만 사실상 일자리가 부족한 사람들”까지 반영하는 지표야.,53,,
P13,3,56,Response,이 지표는 특히 청년층 고용을 볼 때 중요해.,25,,
P13,3,57,Response,"청년들은 취업준비, 시험준비, 구직 포기 등으로 공식 실업률에 충분히 잡히지 않을 수 있어.",51,,
P13,3,58,Response,"확장실업률이 높으면 노동시장에 숨은 slack, 즉 유휴노동력이 많다는 뜻이기 때문에 임금·물가 상승 압력은 제한적이고 경기 회복도 약하다고 판단할 수 있어.",88,,
P13,3,59,Response,한국은행 보고서도 공식 실업률과 함께 확장실업률을 제시해 노동시장 여건을 판단해. (한국은행),52,,
P13,3,60,Response,6. 산업별 취업자수,11,,
P13,3,61,Response,"한국은행은 전체 취업자수만 보지 않고 제조업, 건설업, 서비스업 등 산업별 고용을 나눠 봐.",51,,
P13,3,62,Response,이게 중요한 이유는 산업별 고용이 경기의 질을 보여주기 때문이야.,36,,
P13,3,63,Response,"예를 들어 전체 취업자수는 늘었는데 제조업과 건설업 취업자는 줄고, 공공행정·보건복지 중심으로만 늘었다면 민간 경기 회복이 강하다고 보기는 어려워.",82,,
P13,3,64,Response,실제 한국은행도 제조업·건설업 취업자수 감소와 서비스업 증가를 구분해서 평가해.,44,,
P13,3,65,Response,(한국은행) 특히 통화정책 경시대회에서는 이 부분이 중요해.,33,,
P13,3,66,Response,"반도체 수출은 좋은데 제조업 고용이 줄고 있다면, “수출 호조가 내수와 고용 전반으로 충분히 확산되지 않고 있다”는 논리를 만들 수 있어.",77,,
P13,3,67,Response,7. 종사상지위별 고용,12,,
P13,3,68,Response,"종사상지위별로는 상용직, 임시·일용직, 자영업자, 무급가족종사자 등을 봐.",41,,
P13,3,69,Response,상용직이 늘면 비교적 안정적인 고용이 증가한 것으로 볼 수 있어.,36,,
P13,3,70,Response,반면 임시·일용직이 줄거나 자영업자가 감소하면 취약부문의 고용여건이 좋지 않다는 의미가 될 수 있어.,56,,
P13,3,71,Response,"한국은행도 임금근로자, 상용직, 임시·일용직, 비임금근로자, 자영업자 등을 나눠 고용상황을 점검해.",55,,
P13,3,72,Response,(한국은행)이 지표는 소비 판단과도 연결돼.,24,,
P13,3,73,Response,안정적인 일자리가 늘어야 가계소득과 소비가 꾸준히 증가할 가능성이 커져.,40,,
P13,3,74,Response,반대로 불안정 고용 중심이면 소비 회복이 약할 수 있어.,31,,
P13,3,75,Response,8. 연령별 고용,9,,
P13,3,76,Response,"연령별로는 특히 청년층, 30·40대 핵심노동연령층, 60세 이상 고령층을 봐.",44,,
P13,3,77,Response,"고령층 취업자만 크게 늘고 청년층이나 40대 취업자가 줄면, 전체 고용지표는 좋아 보여도 경제의 핵심 노동시장 회복은 약할 수 있어.",74,,
P13,3,78,Response,"한국은행도 연령별 고용에서 고령층과 여성이 취업자수 증가를 주도했는지, 청년층 감소세가 이어지는지 등을 따로 해석해.",65,,
P13,3,79,Response,(한국은행) 보고서에서는 이걸 이렇게 연결하면 좋아.,29,,
P13,3,80,Response,"전체 취업자수 증가에도 불구하고 청년층 및 제조업 고용 부진이 지속될 경우, 고용의 양적 개선이 내수 회복과 임금 상승 압력으로 강하게 연결되고 있다고 보기는 어렵다.",93,,
P13,3,81,Response,9. 임금 상승률,9,,
P13,3,82,Response,고용지표 중 기준금리와 가장 직접적으로 연결되는 것은 임금 상승률이야.,39,,
P13,3,83,Response,"임금이 빠르게 오르면 가계소득이 늘어 소비가 증가할 수 있고, 기업 입장에서는 인건비 부담이 커져 서비스가격이나 제품가격을 올릴 가능성이 생겨.",80,,
P13,3,84,Response,그래서 임금 상승률은 근원물가와 서비스물가 압력을 판단하는 데 중요해.,39,,
P13,3,85,Response,한국은행도 노동시장 상황을 물가 판단과 연결해서 본다고 설명해.,35,,
P13,3,86,Response,"즉 고용 자체가 한국은행의 직접 목표라는 뜻은 아니지만, 고용이 물가에 영향을 주기 때문에 통화정책 판단에서 중요하게 본다는 의미야.",74,,
P13,3,87,Response,(한국은행) 임금 상승률이 둔화되면 물가 상방압력이 약해졌다고 볼 수 있어.,42,,
P13,3,88,Response,"실제 한국은행 통화신용정책보고서도 명목임금 상승률이 1분기 4.5%에서 2분기 2.7%로 하락했고, 실질임금 상승률도 축소되었다고 분석했어.",78,,
P13,3,89,Response,(한국은행),6,,
P13,3,90,Response,10. 실질임금,8,,
P13,3,91,Response,실질임금은 명목임금에서 물가상승률을 뺀 개념이야.,27,,
P13,3,92,Response,쉽게 말해 “월급이 실제 구매력 기준으로 늘었는가”를 보는 지표야.,37,,
P13,3,93,Response,명목임금이 올라도 물가가 더 많이 오르면 실질임금은 줄어들 수 있어.,38,,
P13,3,94,Response,실질임금이 줄면 가계의 구매력이 약해져 소비가 둔화될 수 있어.,35,,
P13,3,95,Response,반대로 실질임금이 안정적으로 증가하면 소비 회복을 뒷받침할 수 있어.,38,,
P13,3,96,Response,그래서 실질임금은 금리 결정에서 소비 여력을 판단하는 지표로 중요해.,38,,
P13,3,97,Response,"정리하면, 한국은행이 고용지표를 보는 이유는 크게 세 가지야.",34,,
P13,3,98,Response,"첫째, 경기 판단이야.",12,,
P13,3,99,Response,"취업자수, 고용률, 산업별 고용을 보면 내수와 생산활동이 실제로 얼마나 견조한지 알 수 있어.",52,,
P13,3,100,Response,"둘째, 물가 판단이야.",12,,
P13,3,101,Response,"실업률, 확장실업률, 임금 상승률을 보면 노동시장이 타이트한지, 임금발 물가압력이 생길 가능성이 있는지 판단할 수 있어.",67,,
P13,3,102,Response,"셋째, 소비 판단이야.",12,,
P13,3,103,Response,"고용이 안정되고 실질임금이 오르면 소비 회복 가능성이 커지고, 반대로 고용의 질이 나쁘거나 실질임금이 약하면 소비 회복이 제한될 수 있어.",77,,
P13,3,104,Response,금리 결정 보고서에 쓸 때는 이렇게 쓰면 가장 한국은행식이야.,34,,
P13,3,105,Response,고용지표는 기준금리 결정의 직접 목표라기보다 성장경로와 물가압력을 판단하는 핵심 정보변수이다.,52,,
P13,3,106,Response,"취업자수 증가세와 고용률은 경기의 하방압력 정도를, 실업률과 확장실업률은 노동시장 유휴자원의 규모를, 임금 상승률은 서비스물가 및 근원물가 압력을 가늠하는 데 활용된다.",94,,
P13,3,107,Response,"따라서 전체 고용 증가세가 유지되더라도 제조업·건설업 고용 부진, 청년층 고용 감소, 임금 상승세 둔화가 동반된다면 노동시장이 기준금리 인상을 정당화할 만큼 강한 수요압력을 발생시키고 있다고 보기는 어렵다.",115,,
P13,3,108,Response,Sources:,8,,
P13,3,109,Response,통화신용정책보고서(2025년 9월) | (상세) | 한국은행 홈페이지,38,,
P13,4,-,Prompt,정액급여가 뭐야?,9,-,-
P13,4,1,Response,정액급여는 근로자가 정해진 근로시간에 대해 정기적으로 받는 기본적인 임금이야.,43,,
P13,4,2,Response,"쉽게 말하면, 회사에서 매달 거의 고정적으로 지급하는 기본급 + 고정수당이라고 보면 돼.",49,,
P13,4,3,Response,예를 들어 월급명세서에 이런 항목들이 있으면 정액급여에 포함될 수 있어.,40,,
P13,4,4,Response,구분 / 포함 여부 / 설명,15,,
P13,4,5,Response,기본급 / 포함 / 매달 정해진 기본 월급,23,,
P13,4,6,Response,"직책수당 / 포함 / 팀장수당, 직무수당처럼 매달 고정 지급",33,,
P13,4,7,Response,자격수당 / 포함 / 자격증 보유로 매달 받는 수당,28,,
P13,4,8,Response,근속수당 / 포함 / 근속연수에 따라 정기 지급,26,,
P13,4,9,Response,초과근무수당 / 제외 / 야근·휴일근무 등에 따라 달라짐,31,,
P13,4,10,Response,상여금·성과급 / 제외 / 특별급여로 따로 분류,26,,
P13,4,11,Response,명절상여금 / 보통 제외 / 정기성이 있더라도 통계상 특별급여로 분류되는 경우가 많음,47,,
P13,4,12,Response,임금 통계에서는 보통 임금을 이렇게 나눠 봐.,25,,
P13,4,13,Response,전체 임금 = 정액급여 + 초과급여 + 특별급여 여기서 각각의 의미는 다음과 같아.,46,,
P13,4,14,Response,정액급여는 기본급처럼 매달 안정적으로 받는 돈이야.,28,,
P13,4,15,Response,"초과급여는 연장근로, 야간근로, 휴일근로 때문에 추가로 받는 돈이야.",38,,
P13,4,16,Response,"특별급여는 상여금, 성과급, 명절보너스처럼 특별히 지급되는 돈이야.",37,,
P13,4,17,Response,한국은행이나 경제분석에서 정액급여를 보는 이유는 기조적인 임금 흐름을 파악하기 위해서야.,49,,
P13,4,18,Response,"성과급이나 상여금은 일시적으로 크게 튈 수 있지만, 정액급여는 매달 반복되는 임금이라서 노동시장의 기본적인 임금상승 압력을 보기 좋아.",75,,
P13,4,19,Response,예를 들어 보고서에서는 이렇게 해석할 수 있어.,26,,
P13,4,20,Response,"정액급여 상승세가 둔화될 경우, 일시적 성과급을 제외한 기조적 임금상승 압력이 약화되고 있음을 시사한다.",58,,
P13,4,21,Response,"반대로 정액급여가 꾸준히 높게 오르면, 기업의 고정 인건비 부담이 커지고 서비스물가 상승 압력으로 이어질 수 있어서 한국은행 입장에서는 물가 판단에 중요한 지표가 돼.",93,,
P13,5,-,Prompt,[이미지] 이 중에서 뭘 봐야해?,18,-,-
P13,5,1,Response,"기준금리 결정 논리에서 이 그래프를 쓴다면 정액급여를 더 중심적으로 보고, 전체 임금은 보조적으로 보는 게 좋아.",63,,
P13,5,2,Response,이유는 다음과 같아.,11,,
P13,5,3,Response,1. 물가압력을 보려면: 정액급여가 더 중요,24,,
P13,5,4,Response,한국은행이 고용·임금을 보는 핵심 이유는 임금 상승이 서비스물가와 근원물가 압력으로 이어질 수 있는지를 판단하기 위해서야.,68,,
P13,5,5,Response,이때는 정액급여가 더 중요해.,16,,
P13,5,6,Response,"정액급여는 기본급과 고정수당처럼 매달 반복적으로 지급되는 임금이라서, 노동시장의 기조적인 임금상승 압력을 보여줘.",63,,
P13,5,7,Response,반면 전체 임금은 정액급여에 초과급여와 특별급여까지 포함돼.,33,,
P13,5,8,Response,"성과급, 상여금, 명절보너스, 일시적 보상금 등이 들어가서 특정 달에 크게 튈 수 있어.",49,,
P13,5,9,Response,그래서 전체 임금은 파란색 선처럼 변동성이 매우 커.,29,,
P13,5,10,Response,따라서 금리 결정 보고서에서는 이렇게 해석하는 게 적절해.,32,,
P13,5,11,Response,"정액급여 상승률은 2025년 들어 둔화 흐름을 보이며 최근 2.8% 수준을 나타내고 있어, 기조적 임금상승 압력이 강하게 확대되고 있다고 보기는 어렵다.",85,,
P13,5,12,Response,2. 소비 여력을 보려면: 전체 임금도 같이 봐야 함,29,,
P13,5,13,Response,"다만 가계의 실제 소득 흐름, 즉 소비 여력을 볼 때는 전체 임금도 의미가 있어.",45,,
P13,5,14,Response,"왜냐하면 가계가 실제로 받는 돈에는 기본급뿐만 아니라 성과급, 상여금, 초과근무수당도 포함되기 때문이야.",58,,
P13,5,15,Response,"전체 임금이 오르면 단기적으로 소비 여력이 좋아질 수 있고, 반대로 전체 임금이 줄면 가계소비가 약해질 수 있어.",63,,
P13,5,16,Response,하지만 전체 임금은 변동성이 크기 때문에 한 달 수치만 보고 판단하면 위험해.,43,,
P13,5,17,Response,추세를 보려면 3개월 이동평균이나 분기 평균으로 보는 게 좋아.,35,,
P13,5,18,Response,3. 이 그래프에서 가장 주의할 점,19,,
P13,5,19,Response,이 그래프는 왼쪽 축과 오른쪽 축이 다르다는 점을 조심해야 해.,35,,
P13,5,20,Response,"파란색 전체 임금은 왼쪽 축을 보고, 주황색 정액급여는 오른쪽 축을 봐야 해.",43,,
P13,5,21,Response,그래서 두 선의 높이를 직접 비교하면 안 돼.,25,,
P13,5,22,Response,"예를 들어 최근 수치가 전체 임금 3.1%, 정액급여 2.8%로 표시되어 있는데, 이건 각각 다른 축 기준이야.",62,,
P13,5,23,Response,"핵심은 “어느 선이 더 높다”가 아니라, 전체 임금은 변동성이 크고 정액급여는 추세적인 임금 흐름을 보여준다는 점이야.",66,,
P13,5,24,Response,결론,2,,
P13,5,25,Response,금리 결정 분석에서는 이렇게 보면 돼.,21,,
