p_id,turn,sent_no,role,text,chars,esconv
P02,2,25,Response,"지금까지 대화하면서 느낀 건, 너는 ""이 모델이 왜 필요한지""를 계속 궁금해하는 편이야.",49,
P02,2,26,Response,예를 들면,5,
P02,2,27,Response,SRI-Net도 구조만 묻지 않았고,19,
P02,2,28,Response,왜 SPR을 쓰는지,10,
P02,2,29,Response,왜 Retinex를 쓰는지,14,
P02,2,30,Response,왜 일반화가 되는지,10,
P02,2,31,Response,이런 질문을 많이 했어.,13,
P02,2,32,Response,즉 모델 자체보다 문제를 해결하는 과정에 더 관심이 있어 보였어.,36,
P02,2,33,Response,내가 오히려 걱정하는 건,13,
P02,2,34,Response,너가 LLM 연구실에 들어가서 매일,19,
P02,2,35,Response,논문 구현,5,
P02,2,36,Response,benchmark,9,
P02,2,37,Response,SOTA 경쟁,7,
P02,2,38,Response,"만 하게 되면 2년 후에 ""내가 계속 이걸 하고 싶은가?"" 라는 생각이 들 수도 있다는 점이야.",53,
P02,2,39,Response,반대로 로보틱스는 매일 문제가 달라.,20,
P02,2,40,Response,카메라,3,
P02,2,41,Response,센서,2,
P02,2,42,Response,로봇팔,3,
P02,2,43,Response,SLAM,4,
P02,2,44,Response,Planning,8,
P02,2,45,Response,Vision,6,
P02,2,46,Response,RL,2,
P02,2,47,Response,Foundation Model,16,
P02,2,48,Response,전부 섞여 있다.,9,
P02,2,49,Response,그래서 연구 자체가 조금 더 다양하다.,21,
P02,2,50,Response,그런데 로보틱스라고 해서 기계만 하는 건 아니다.,27,
P02,2,51,Response,이 부분을 많이 오해해.,13,
P02,2,52,Response,요즘 로봇 연구실은 코드를 엄청 많이 쓴다.,24,
P02,2,53,Response,오히려,3,
P02,2,54,Response,Python,6,
P02,2,55,Response,PyTorch,7,
P02,2,56,Response,ROS,3,
P02,2,57,Response,Isaac Sim,9,
P02,2,58,Response,Mujoco,6,
P02,2,59,Response,CUDA,4,
P02,2,60,Response,이런 걸 매일 다루는 경우도 많다.,19,
P02,2,61,Response,즉 기계를 만드는 연구실이라기보다 AI를 현실 세계에 적용하는 연구실에 가깝다.,44,
P02,2,62,Response,나라면 이렇게 고를 것 같아.,16,
P02,2,63,Response,"너처럼 아직 진로를 확실히 정하지 못한 상태라면, ""모델 연구실""보다는 ""문제 중심 연구실""을 추천할 거야.",60,
P02,2,64,Response,예를 들면,5,
P02,2,65,Response,✅ Robot Learning,16,
P02,2,66,Response,✅ Embodied AI,13,
P02,2,67,Response,✅ Autonomous Driving,20,
P02,2,68,Response,✅ Robot Vision,14,
P02,2,69,Response,✅ Multimodal Robotics,21,
P02,2,70,Response,"이런 연구실은 AI 모델도 배우고, 로봇도 배우고, 강화학습도 배우고, 비전도 배우게 된다.",51,
P02,2,71,Response,반면,2,
P02,2,72,Response,Transformer 구조만 연구,18,
P02,2,73,Response,LLM 구조 개선만 연구,13,
P02,2,74,Response,"같은 곳은 깊게 파고들 수는 있지만, 연구 주제가 상대적으로 좁을 수 있어.",42,
P02,2,75,Response,마지막으로 하나 제안하고 싶은 게 있어.,22,
P02,2,76,Response,지금이 딱 교수보다 '분야'를 먼저 정할 시기야.,27,
P02,2,77,Response,"그런데 분야를 너무 좁게 정하기보다는 ""내가 어떤 연구 스타일을 좋아하는지""를 먼저 정하는 게 더 중요해.",59,
P02,2,78,Response,예를 들어 아래 세 가지 중 어디에 가장 끌리는지 생각해 보면 방향이 훨씬 선명해질 거야.,50,
P02,2,79,Response,새로운 AI 모델을 만드는 것이 재미있다.,23,
P02,2,80,Response,AI를 이용해서 실제 로봇이나 자율주행 같은 문제를 해결하는 것이 재미있다.,42,
P02,2,81,Response,수학적인 알고리즘과 강화학습 이론을 깊게 파는 것이 재미있다.,34,
P02,2,82,Response,지금까지 나눈 대화를 보면 나는 2번에 가장 가까운 성향으로 느꼈어.,38,
P02,2,83,Response,"비전 연구 경험을 그대로 살리면서도 연구 주제가 훨씬 넓고, 졸업 후에도 로보틱스 기업, 자율주행, AI 연구직 등 여러 진로를 선택하기 쉬운 방향이기 때문이야.",90,
P02,2,84,Response,"그리고 하나 확실히 말할 수 있는 건, 석사 과정에서는 특정 AI 모델 하나를 평생 연구하게 되는 것이 아니야.",62,
P02,2,85,Response,좋은 연구실일수록 문제에 맞춰 새로운 모델을 계속 배우고 적용하게 된다.,40,
P02,2,86,Response,"그래서 ""모델만 하는 연구실일까?""보다는 ""이 연구실은 어떤 문제를 해결하려고 하는가?""를 기준으로 보는 것이 더 좋은 선택이 될 가능성이 크다.",81,
P02,3,-,Prompt,LLM은 sota 경쟁 느낌인거야 ?,20,-
P02,3,1,Response,좋은 질문이야.,8,
P02,3,2,Response,결론부터 말하면 LLM 연구도 분야에 따라 완전히 다르다.,32,
P02,3,3,Response,"""LLM = SOTA 경쟁""은 절반만 맞는 말이야.",28,
P02,3,4,Response,크게 나누면 이렇게 볼 수 있어.,18,
P02,3,5,Response,1. Foundation Model 자체를 만드는 연구 (SOTA 경쟁이 강함) ⭐⭐⭐⭐⭐,50,
P02,3,6,Response,이게 사람들이 흔히 생각하는 LLM 연구야.,24,
P02,3,7,Response,예를 들면,5,
P02,3,8,Response,새로운 Transformer 구조,18,
P02,3,9,Response,Attention 개선,12,
P02,3,10,Response,MoE 구조,6,
P02,3,11,Response,긴 Context 처리,12,
P02,3,12,Response,학습 알고리즘 개선,10,
P02,3,13,Response,추론 속도 향상,8,
P02,3,14,Response,"논문를 쓰려면 ""기존보다 성능이 더 좋다.""를 증명해야 해.",33,
P02,3,15,Response,그래서,3,
P02,3,16,Response,GPT,3,
P02,3,17,Response,Llama,5,
P02,3,18,Response,Qwen,4,
P02,3,19,Response,같은 모델을 뛰어넘거나 개선하는 연구를 한다.,25,
P02,3,20,Response,이쪽은 정말 SOTA 경쟁이 심하다.,20,
P02,3,21,Response,그리고 GPU도 엄청 많이 필요하다.,20,
P02,3,22,Response,2. LLM을 활용하는 연구 ⭐⭐⭐⭐⭐,21,
P02,3,23,Response,요즘은 이게 훨씬 많아.,13,
P02,3,24,Response,예를 들면,5,
P02,3,25,Response,LLM + Robot,11,
P02,3,26,Response,LLM + Vision,12,
P02,3,27,Response,LLM + Medical,13,
P02,3,28,Response,LLM + Finance,13,
P02,3,29,Response,"여기서는 LLM을 ""잘 만드는 것""보다 ""잘 사용하는 것""이 중요하다.",39,
P02,3,30,Response,"예를 들어 Robot에게 ""컵을 가져와.""라고 말했을 때 LLM이",36,
P02,3,31,Response,계획을 세우고,7,
P02,3,32,Response,행동 순서를 만들고,10,
P02,3,33,Response,Robot에게 명령하는,12,
P02,3,34,Response,이런 연구를 한다.,10,
P02,3,35,Response,이건 SOTA 경쟁이라기보다 응용 연구에 가깝다.,27,
P02,3,36,Response,3. Agent 연구,11,
P02,3,37,Response,요즘 엄청 뜨고 있다.,12,
P02,3,38,Response,예를 들면,5,
P02,3,39,Response,Computer Use Agent,18,
P02,3,40,Response,Web Agent,9,
P02,3,41,Response,Robot Agent,11,
P02,3,42,Response,여기서는 LLM이 생각하는 역할을 한다.,22,
P02,3,43,Response,모델을 새로 만드는 것이 아니라 Agent 시스템을 설계한다.,34,
P02,3,44,Response,너에게 중요한 부분,10,
P02,3,45,Response,내가 궁금했던 게 하나 있었어.,17,
P02,3,46,Response,너는 전에 이런 말을 했잖아.,16,
P02,3,47,Response,"""모델만 연구하는 건 소프트웨어만 하는 느낌이고 모델 경쟁 같아서 고민된다.""이 말을 보면 아마 네가 떠올리는 건 1번(Foundation Model 자체 연구)인 것 같아.",97,
P02,3,48,Response,"그런데 실제 AI 연구실은 생각보다 2번, 3번이 훨씬 많다.",34,
P02,3,49,Response,만약 내가 너라면,9,
P02,3,50,Response,나는 LLM 연구실보다는 Robot Learning + VLM + Embodied AI를 선택할 것 같아.,59,
P02,3,51,Response,왜냐하면 이쪽에서는,10,
P02,3,52,Response,Vision,6,
P02,3,53,Response,LLM,3,
P02,3,54,Response,RL,2,
P02,3,55,Response,Robotics,8,
P02,3,56,Response,Multimodal,10,
P02,3,57,Response,을 전부 배운다.,9,
P02,3,58,Response,"즉, LLM도 배우지만 LLM만 하지 않는다.",25,
P02,3,59,Response,하나 더 생각해볼 점,11,
P02,3,60,Response,요즘 세계적으로 가장 빠르게 성장하는 분야 중 하나가 Embodied AI야.,43,
P02,3,61,Response,"이 분야는 단순히 LLM 성능을 0.2% 올리는 것이 아니라,",34,
P02,3,62,Response,"LLM이 로봇을 이해하고,",14,
P02,3,63,Response,"카메라 영상을 보고,",11,
P02,3,64,Response,"행동을 계획하고,",9,
P02,3,65,Response,실제 작업을 수행하도록 만드는 것,18,
P02,3,66,Response,을 목표로 해.,8,
P02,3,67,Response,그래서 AI 모델을 연구하는 재미와 실제 시스템을 만드는 재미를 모두 느낄 수 있는 분야라고 볼 수 있어.,59,
P02,3,68,Response,그런데 하나 궁금한 게 있어.,16,
P02,3,69,Response,너는 실제 로봇을 만지는 것도 괜찮은 편이야?,25,
P02,3,70,Response,"아니면 코딩과 AI 모델 개발을 중심으로 하되, 연구 주제만 로보틱스인 것을 더 선호해?",49,
P02,3,71,Response,이 둘에 따라 추천할 연구실 스타일이 조금 달라질 수 있어.,33,
P02,4,-,Prompt,실제 로봇을 만지는 건 괜찮은데 로봇이나 산업에 ai를 적용하려면 그 산업에 대해서 잘 알아야하는 데 난 잘 몰라 그래도 괜찮을까 ?,74,-
P02,4,1,Response,오히려 그걸 모르기 때문에 대학원에 가는 거야.,26,
P02,4,2,Response,"너처럼 걱정하는 학생들이 정말 많은데, 실제 연구실에서는 대부분 처음부터 산업 지식을 갖고 들어오지 않아.",59,
P02,4,3,Response,예를 들어볼게.,8,
P02,4,4,Response,예시 1. 자율주행 연구실,14,
P02,4,5,Response,입학하는 학생이,8,
P02,4,6,Response,자동차 제어를 잘 안다?,13,
P02,4,7,Response,차량 동역학을 잘 안다?,13,
P02,4,8,Response,대부분 아니야.,8,
P02,4,9,Response,처음에는,4,
P02,4,10,Response,카메라 데이터,7,
P02,4,11,Response,LiDAR,5,
P02,4,12,Response,Detection,9,
P02,4,13,Response,Localization,12,
P02,4,14,Response,부터 배우면서 자연스럽게 자동차를 이해하게 돼.,26,
P02,4,15,Response,예시 2. 의료 AI 연구실,15,
P02,4,16,Response,학생이 의사인가?,9,
P02,4,17,Response,당연히 아니지.,8,
P02,4,18,Response,대부분,3,
P02,4,19,Response,CT가 뭔지,6,
P02,4,20,Response,MRI가 뭔지,7,
P02,4,21,Response,병이 어떻게 생기는지,11,
P02,4,22,Response,연구하면서 배운다.,10,
P02,4,23,Response,예시 3. 로봇 연구실,12,
P02,4,24,Response,처음부터,4,
P02,4,25,Response,ROS,3,
P02,4,26,Response,Robot Arm,9,
P02,4,27,Response,Kinematics,10,
P02,4,28,Response,Motion Planning,15,
P02,4,29,Response,다 아는 학생은 거의 없어.,15,
P02,4,30,Response,연구실에서 하나씩 배우게 된다.,17,
P02,4,31,Response,오히려 중요한 건,9,
P02,4,32,Response,"교수님이 기대하는 건 ""이 산업을 아는 사람""이 아니라 ""새로운 분야를 빨리 배우는 사람""이야.",53,
P02,4,33,Response,예를 들어 너는 지금,11,
P02,4,34,Response,딥페이크 검출,7,
P02,4,35,Response,3D Face,7,
P02,4,36,Response,Diffusion,9,
P02,4,37,Response,Retinex,7,
P02,4,38,Response,PyTorch,7,
P02,4,39,Response,를 했잖아.,6,
P02,4,40,Response,이 경험을 보면 이미 새로운 기술을 배우고 구현하는 경험이 있는 거야.,39,
P02,4,41,Response,이 능력이 훨씬 중요해.,13,
P02,4,42,Response,그리고 로보틱스는 생각보다 AI 비중이 크다.,25,
P02,4,43,Response,예를 들어 로봇팔이 물건을 집는 연구라면 실제로 하루 종일 하는 일은,38,
P02,4,44,Response,데이터를 모으고,8,
P02,4,45,Response,모델을 학습시키고,9,
P02,4,46,Response,카메라를 연결하고,9,
P02,4,47,Response,결과를 분석하고,8,
P02,4,48,Response,실패 원인을 찾는 것,11,
P02,4,49,Response,인 경우가 많아.,9,
P02,4,50,Response,'공장 운영'이나 '기계 설계'를 배우는 것과는 많이 달라.,33,
P02,4,51,Response,내가 오히려 너에게 맞을 것 같다고 느끼는 이유,26,
P02,4,52,Response,"지금까지 이야기하면서 느낀 건, 너는 ""AI를 만드는 것""보다 ""AI를 이용해서 문제를 해결하는 것""에 더 흥미를 보였어.",68,
P02,4,53,Response,"예를 들어 ""이 모델이 왜 필요한가?"" ""실제로 어디에 쓰이는가?"" 이런 질문을 많이 했잖아.",52,
P02,4,54,Response,"이런 성향이면 Embodied AI, Robot Learning, AI for Robotics처럼 문제 중심 연구가 잘 맞을 가능성이 있어.",78,
P02,4,55,Response,다만 하나는 꼭 확인했으면 좋겠어.,19,
P02,4,56,Response,"같은 ""로봇 연구실""이라도 색깔이 정말 다르거든.",27,
P02,4,57,Response,예를 들어,5,
P02,4,58,Response,"제어 중심: 제어 이론, 수학, 동역학이 중심.",26,
P02,4,59,Response,"AI 중심: Vision, VLM, RL, Robot Learning이 중심.",43,
P02,4,60,Response,기계 중심: 로봇 설계와 하드웨어가 중심.,23,
P02,4,61,Response,너는 지금까지의 경험과 관심사를 보면 AI 중심 로보틱스 연구실이 가장 잘 맞아 보인다.,49,
P02,4,62,Response,내 추천,4,
P02,4,63,Response,"지금 컨택할 연구실을 고른다면 ""AI를 활용한 로보틱스""를 키워드로 찾아보는 걸 권하고 싶어.",52,
P02,4,64,Response,예를 들면 이런 연구 주제를 하는 연구실들이 좋아 보여.,31,
P02,4,65,Response,Robot Learning,14,
P02,4,66,Response,Embodied AI,11,
P02,4,67,Response,Robot Vision,12,
P02,4,68,Response,Vision-Language-Action(VLA),27,
P02,4,69,Response,Multimodal Robotics,19,
P02,4,70,Response,AI for Robotics,15,
P02,4,71,Response,"이런 연구실은 AI 모델도 깊게 배우면서, 실제 로봇 시스템에 적용하는 경험도 함께 쌓을 수 있어서 졸업 후 진로 선택의 폭도 넓은 편이야.",78,
P02,4,72,Response,"혹시 컨택을 생각하는 학교가 UNIST, KAIST, POSTECH, GIST처럼 어느 정도 정해져 있다면, 학교별로 AI 중심 로보틱스 연구실과 모델 중심 AI 연구실을 구분해서 함께 살펴볼 수도 있어.",114,
P02,5,-,Prompt,응 한번 살펴봐줄 수 있을까? 로봇 말고도 다른 도메인도 추천해줘,36,-
P02,5,1,Response,좋아.,3,
P02,5,2,Response,지금부터는 '취업 + 연구 + 미래성'을 동시에 고려해서 이야기해볼게.,39,
P02,5,3,Response,그리고 나는 하나를 추천하고 싶어.,19,
P02,5,4,Response,"""도메인""과 ""AI 기술""을 분리해서 생각해봐.",26,
P02,5,5,Response,예를 들면,5,
P02,5,6,Response,"AI 기술 = Vision, LLM, RL, Diffusion...",37,
P02,5,7,Response,"도메인 = Robotics, Manufacturing, Medical, Autonomous Driving...",61,
P02,5,8,Response,이렇게 생각하면 훨씬 선택하기 쉬워.,20,
P02,5,9,Response,내가 추천하는 도메인 순위,14,
P02,5,10,Response,1위. Robotics / Embodied AI ⭐⭐⭐⭐⭐,32,
P02,5,11,Response,이건 이미 이야기했지만 정말 추천해.,20,
P02,5,12,Response,장점,2,
P02,5,13,Response,CV,2,
P02,5,14,Response,RL,2,
P02,5,15,Response,LLM,3,
P02,5,16,Response,Multimodal,10,
P02,5,17,Response,3D Vision,9,
P02,5,18,Response,전부 배운다.,7,
P02,5,19,Response,졸업 후,4,
P02,5,20,Response,현대,2,
P02,5,21,Response,삼성,2,
P02,5,22,Response,LG,2,
P02,5,23,Response,네이버,3,
P02,5,24,Response,미국 Big Tech,11,
P02,5,25,Response,까지 진출 가능하다.,11,
P02,5,26,Response,"요즘은 Robot Foundation Model, Vision-Language-Action(VLA), Robot Learning 같은 주제가 활발하다. (로보스트 인텔리전스 연구소)",101,
P02,5,27,Response,2위. Manufacturing AI ⭐⭐⭐⭐⭐,26,
P02,5,28,Response,"이건 의외일 수도 있는데, 난 너에게 꽤 잘 맞을 수도 있다고 생각해.",39,
P02,5,29,Response,예를 들면,5,
P02,5,30,Response,공장 자동화,6,
P02,5,31,Response,반도체,3,
P02,5,32,Response,배터리,3,
P02,5,33,Response,스마트팩토리,6,
P02,5,34,Response,검사 AI,5,
P02,5,35,Response,예지보전,4,
P02,5,36,Response,이런 것들이다.,8,
P02,5,37,Response,AI는,3,
P02,5,38,Response,Vision,6,
P02,5,39,Response,LLM,3,
P02,5,40,Response,Time Series,11,
P02,5,41,Response,Anomaly Detection,17,
P02,5,42,Response,을 사용한다.,7,
P02,5,43,Response,기업 수요가 엄청 많다.,13,
P02,5,44,Response,특히 울산·창원·포항·경기 남부에는 제조 AI 수요가 계속 있다.,36,
P02,5,45,Response,3위. Autonomous Driving ⭐⭐⭐⭐⭐,28,
P02,5,46,Response,여기는,3,
P02,5,47,Response,Vision,6,
P02,5,48,Response,3D,2,
P02,5,49,Response,Sensor Fusion,13,
P02,5,50,Response,Planning,8,
P02,5,51,Response,RL,2,
P02,5,52,Response,이 다 들어간다.,9,
P02,5,53,Response,AI도 깊고 로봇과도 상당히 비슷하다.,21,
P02,5,54,Response,4위. Medical AI ⭐⭐⭐⭐☆,20,
P02,5,55,Response,장점 논문가 정말 잘 나온다.,16,
P02,5,56,Response,단점 의료 데이터가 제한적이라 산업 협력이 중요하다.,29,
P02,5,57,Response,5위. Scientific AI ⭐⭐⭐⭐⭐,23,
P02,5,58,Response,최근 정말 뜨고 있다.,12,
P02,5,59,Response,예를 들면,5,
P02,5,60,Response,Physics-informed AI,19,
P02,5,61,Response,Material AI,11,
P02,5,62,Response,Battery AI,10,
P02,5,63,Response,Scientific ML,13,
P02,5,64,Response,예전처럼 LLM만 하는 것이 아니라 과학 문제를 AI로 푸는 것이다.,38,
P02,5,65,Response,내가 가장 추천하는 연구실 스타일,18,
P02,5,66,Response,AI를 만드는 연구실,11,
P02,5,67,Response,Transformer ↓ Attention ↓ Loss ↓ Benchmark,42,
P02,5,68,Response,AI 자체가 목적이다.,12,
P02,5,69,Response,AI를 사용하는 연구실,12,
P02,5,70,Response,Manufacturing ↓ Robot ↓ Medical ↓ Scientific ↓ AI,49,
P02,5,71,Response,AI는 문제를 해결하는 도구이다.,18,
