p_id,turn,sent_no,role,text,chars,esconv
P11,2,6,Response,탄수화물은 아예 끊지 말고 현미밥이나 고구마를 적당히,29,
P11,2,7,Response,"밀가루, 과자, 음료, 야식, 술은 최대한 피하기",27,
P11,2,8,Response,물 하루 2~2.5L 마시기,15,
P11,2,9,Response,운동,2,
P11,2,10,Response,매일 1시간 30분~2시간 정도,17,
P11,2,11,Response,경사 걷기 60분,9,
P11,2,12,Response,근력운동 40분,8,
P11,2,13,Response,또는 줄넘기 20~30분(무릎이 괜찮다면),23,
P11,2,14,Response,예를 들어,5,
P11,2,15,Response,월·수·금: 근력 40분 + 경사 걷기 50분,25,
P11,2,16,Response,화·목·토: 줄넘기 인터벌 20분 + 걷기 60분,27,
P11,2,17,Response,일: 가볍게 1시간 걷기,13,
P11,2,18,Response,생활습관,4,
P11,2,19,Response,수면 7~8시간,8,
P11,2,20,Response,저녁은 잠들기 3시간 전에 끝내기,18,
P11,2,21,Response,나트륨 섭취 줄이기(붓기 감소 효과),20,
P11,2,22,Response,"다만 2주에 3kg을 빼려고 너무 적게 먹거나(800~1,000kcal 이하) 운동을 과하게 하면 근손실, 피로, 요요 위험이 커져.",74,
P11,2,23,Response,"지난번에 말해준 것처럼 공복 상태에서 사람 많은 곳에서 어지럽고 식은땀, 메스꺼움을 느낀 적이 있다면, 무리한 절식은 특히 피하는 게 좋아.",78,
P11,2,24,Response,운동 전에 바나나나 요거트처럼 가벼운 탄수화물을 조금 먹고 시작하는 것이 더 안전해.,47,
P11,2,25,Response,키와 현재 몸무게를 알려주면 2주 동안 3kg에 최대한 가깝게 갈 수 있는 식단과 운동 계획을 하루 단위로 짜줄게.,64,
P11,3,-,Prompt,164cm에 57kg야. 현실적인 계획 짜줘,24,-
P11,3,1,Response,164cm에 57kg이면 BMI는 약 21.2로 정상 범위야.,34,
P11,3,2,Response,"그래서 체중이 많이 나가는 편은 아니라, 초반처럼 빠르게 빠지는 속도는 상대적으로 느릴 수 있어.",54,
P11,3,3,Response,2주 목표,5,
P11,3,4,Response,가장 현실적: 1.5~2.5kg 감량,20,
P11,3,5,Response,"정말 철저하게 관리하면 3kg도 가능할 수 있지만, 그중 일부는 수분 감소일 가능성이 커.",50,
P11,3,6,Response,2주 계획,5,
P11,3,7,Response,아침 (300~350kcal),16,
P11,3,8,Response,삶은 계란 2개,8,
P11,3,9,Response,그릭요거트 1개,8,
P11,3,10,Response,바나나 1개 또는 사과 반 개,16,
P11,3,11,Response,점심 (500kcal 내외),15,
P11,3,12,Response,일반식 가능,6,
P11,3,13,Response,밥은 반 공기(100g 정도),16,
P11,3,14,Response,"단백질(닭, 생선, 소고기, 두부)",19,
P11,3,15,Response,반찬 위주로 먹고 튀김은 피하기,17,
P11,3,16,Response,저녁 (300~400kcal),16,
P11,3,17,Response,닭가슴살 100~150g,13,
P11,3,18,Response,샐러드,3,
P11,3,19,Response,방울토마토,5,
P11,3,20,Response,배고프면 고구마 100g 추가,16,
P11,3,21,Response,간식은 하루 한 번 정도,13,
P11,3,22,Response,아메리카노,5,
P11,3,23,Response,삶은 계란,5,
P11,3,24,Response,그릭요거트,5,
P11,3,25,Response,견과류 한 줌,7,
P11,3,26,Response,운동 (주 6일),9,
P11,3,27,Response,월·수·금,5,
P11,3,28,Response,근력운동 50분,8,
P11,3,29,Response,스쿼트,3,
P11,3,30,Response,런지,2,
P11,3,31,Response,힙브릿지,4,
P11,3,32,Response,푸시업(무릎 대고 가능),13,
P11,3,33,Response,플랭크,3,
P11,3,34,Response,경사 걷기 40~50분,12,
P11,3,35,Response,화·목·토,5,
P11,3,36,Response,줄넘기 인터벌 20분,11,
P11,3,37,Response,빠르게 걷기 60분,10,
P11,3,38,Response,일요일,3,
P11,3,39,Response,1시간 정도 산책,9,
P11,3,40,Response,스트레칭,4,
P11,3,41,Response,꼭 지켜야 할 것,9,
P11,3,42,Response,"✔ 하루 10,000~12,000보",19,
P11,3,43,Response,✔ 물 2L 이상,9,
P11,3,44,Response,✔ 단백질 80~100g,13,
P11,3,45,Response,✔ 수면 7시간 이상,11,
P11,3,46,Response,✔ 야식·술·액상과당 음료는 2주 동안 끊기,24,
P11,3,47,Response,예상 변화,5,
P11,3,48,Response,1주 차: -0.8~1.5kg(수분과 붓기 감소 포함),30,
P11,3,49,Response,2주 차: 추가 -0.7~1kg 정도,20,
P11,3,50,Response,개인적으로 추천하는 방법,13,
P11,3,51,Response,운동을 너무 오래 하는 것보다 식단을 잘 지키는 것이 훨씬 중요해.,37,
P11,3,52,Response,"하루 섭취량을 1,300~1,500kcal 정도로 유지하고, 매일 1시간 정도의 운동을 꾸준히 하는 편이 성공 가능성이 높아.",70,
P11,3,53,Response,혹시 헬스장을 다닐 수 있어?,16,
P11,3,54,Response,아니면 집에서만 운동할 예정이야?,18,
P11,3,55,Response,환경에 맞게 운동 루틴을 더 구체적으로 짜줄게.,26,
P11,4,-,Prompt,너무 힘들 것 같아. 더 쉬운 방법으로. 그리고 식단은 굳이 안 하고싶어,40,-
P11,4,1,Response,그럼 아예 현실적으로 가보자. 😊,18,
P11,4,2,Response,164cm에 57kg이면 사실 엄청 빡세게 할 필요는 없어.,33,
P11,4,3,Response,오히려 너무 힘들면 3일 하고 포기하는 경우가 많아.,29,
P11,4,4,Response,식단도 하기 싫다면 '다이어트'가 아니라 '조금 덜 먹고 많이 걷기' 정도로 생각하면 돼.,50,
P11,4,5,Response,내가 추천하는 가장 쉬운 방법,16,
P11,4,6,Response,하루 1시간 걷기,9,
P11,4,7,Response,헬스장 안 가도 됨.,11,
P11,4,8,Response,저녁 먹고 빠르게 걷기 1시간.,17,
P11,4,9,Response,비 오면 실내에서 천천히 제자리 걷기나 스텝퍼도 좋아.,30,
P11,4,10,Response,먹는 건 이것만 지키기,12,
P11,4,11,Response,평소처럼 먹되 배부르기 전에 80%에서 멈추기.,26,
P11,4,12,Response,야식만 끊기.,7,
P11,4,13,Response,음료는 물이나 제로음료로 바꾸기.,18,
P11,4,14,Response,이 세 가지만 해도 생각보다 차이가 나.,22,
P11,4,15,Response,운동은 딱 하나만 추가,12,
P11,4,16,Response,유튜브에서 20~30분 전신 홈트를 주 3~4번만 해.,30,
P11,4,17,Response,(땀이 조금 나는 정도면 충분해.),19,
P11,4,18,Response,2주 동안 이렇게만 해도,13,
P11,4,19,Response,붓기가 빠지면서 1~2kg 정도는 기대해볼 수 있어.,29,
P11,4,20,Response,"특히 얼굴, 배가 조금 가벼워졌다는 느낌을 받는 사람이 많아.",34,
P11,4,21,Response,하나만 더 추천한다면,11,
P11,4,22,Response,"너처럼 식단이 싫은 사람은 **""먹는 건 그대로, 간식만 끊기""**가 성공률이 높아.",47,
P11,4,23,Response,예를 들어,5,
P11,4,24,Response,❌ 과자 1봉지,8,
P11,4,25,Response,❌ 아이스크림,7,
P11,4,26,Response,❌ 달달한 커피,8,
P11,4,27,Response,❌ 야식,4,
P11,4,28,Response,이것만 2주 참아도 체중 변화가 생기는 경우가 꽤 많아.,31,
P11,4,29,Response,그리고 지난번에 공복에 어지럽고 식은땀이 났다고 했던 적이 있었잖아.,38,
P11,4,30,Response,그래서 굶는 다이어트는 추천하지 않아.,21,
P11,4,31,Response,세 끼는 먹되 양만 조금 줄이는 편이 몸에도 훨씬 안전해.,32,
P11,4,32,Response,궁금한데 평소에 운동은 거의 안 하는 편이야?,25,
P11,4,33,Response,아니면 일주일에 한두 번 정도는 하는 편이야?,25,
P11,5,-,Prompt,하루 1시간 걷기 너무 빡센데,16,-
P11,5,1,Response,ㅋㅋㅋ 솔직해서 좋다.,12,
P11,5,2,Response,😂 그럼 진짜 귀찮은 사람 기준으로 짜줄게.,24,
P11,5,3,Response,164cm에 57kg이면 엄청 빼야 하는 몸은 아니라 조금씩만 바꿔도 효과를 볼 수 있어.,50,
P11,5,4,Response,초간단 버전 (2주),11,
P11,5,5,Response,✅ 하루 30분 걷기,11,
P11,5,6,Response,출퇴근이나 집 근처 산책 정도면 충분.,21,
P11,5,7,Response,빠르게 못 걸어도 괜찮아.,14,
P11,5,8,Response,✅ 엘리베이터 대신 계단 5분,16,
P11,5,9,Response,하루 한 번만 해도 운동량이 꽤 늘어.,21,
P11,5,10,Response,✅ 먹는 건 딱 하나만,12,
P11,5,11,Response,평소처럼 먹되 저녁밥만 평소의 2/3 정도로 줄이기.,29,
P11,5,12,Response,나머지 식사는 스트레스받지 말고 평소처럼.,23,
P11,5,13,Response,이것만 해도,6,
P11,5,14,Response,2주에 0.5~1.5kg 정도는 현실적으로 기대할 수 있어.,33,
P11,5,15,Response,대신 3kg은 어렵다고 보는 게 맞아.,21,
P11,5,16,Response,내가 더 추천하는 방법,12,
P11,5,17,Response,운동을 늘리는 것보다 먹는 걸 조금만 바꾸는 게 훨씬 쉽고 효과도 커.,39,
P11,5,18,Response,예를 들어,5,
P11,5,19,Response,밥 한 숟갈 남기기,10,
P11,5,20,Response,음료를 물로 바꾸기,10,
P11,5,21,Response,야식 안 먹기,7,
P11,5,22,Response,이런 변화가 30분 더 걷는 것보다 체중 감량에 더 도움이 되는 경우가 많아.,43,
P11,5,23,Response,"궁금한데 너는 운동이 귀찮은 타입이야, 아니면 먹는 걸 줄이는 게 싫은 타입이야?",45,
P11,5,24,Response,둘 중 하나만 골라야 한다면 어느 쪽이 더 쉬운지도 알려주면 그 기준에 맞춰 계획을 짜줄게.,51,
P11,6,-,Prompt,운동이 귀찮은 타입,10,-
P11,6,1,Response,그럼 너는 운동으로 빼는 타입이 아니라 식습관을 살짝 바꾸는 게 맞는 타입이야. 😂,46,
P11,6,2,Response,"사실 다이어트는 운동보다 식습관 영향이 더 커서, 운동을 싫어하면 억지로 하는 것보다 평소 생활에서 조금씩 바꾸는 게 오래 가고 성공률도 높아.",80,
P11,6,3,Response,내가 너라면 이렇게 할 것 같아.,18,
P11,6,4,Response,🚶 하루 20~30분만 걷기.,16,
P11,6,5,Response,"""운동""이라고 생각하지 말고 카페 다녀오기, 동네 한 바퀴 산책 정도.",39,
P11,6,6,Response,🍚 밥은 평소보다 2~3숟갈만 덜 먹기.,22,
P11,6,7,Response,"🍩 과자, 아이스크림, 달달한 음료는 매일 먹는다면 이틀에 한 번으로만 줄이기.",44,
P11,6,8,Response,💧 물은 조금 더 자주 마시기.,17,
P11,6,9,Response,이 정도면 스트레스도 덜 받고 꾸준히 하기 쉬워.,27,
P11,6,10,Response,"그리고 하나 알려주면, 164cm에 57kg이면 사실 체중보다 체형 변화가 더 눈에 잘 보여.",52,
P11,6,11,Response,2주 동안 1kg만 빠져도 얼굴선이나 허리 라인이 달라졌다고 느끼는 사람이 많아.,45,
P11,6,12,Response,혹시 목표가 숫자(54kg)가 중요한 거야?,24,
P11,6,13,Response,아니면 사진 찍거나 여행 때문에 배랑 얼굴이 좀 갸름해 보이면 되는 거야?,41,
P11,6,14,Response,목표에 따라 더 편한 방법을 추천해줄 수 있어.,26,
P11,7,-,Prompt,팔뚝 좀 얇아지고싶어,11,-
P11,7,1,Response,그럼 체중보다 팔뚝 라인에 집중하는 게 훨씬 만족도가 높을 수도 있어!,39,
P11,7,2,Response,"팔뚝은 아쉽게도 팔만 따로 살을 빼는 건 어렵지만, 팔 근육을 자극해서 라인을 정리하면 훨씬 얇아 보일 수 있어.",63,
P11,7,3,Response,운동 귀찮아하는 사람 기준으로 딱 추천하면:,24,
P11,7,4,Response,하루 10분만 하기 (주 4~5일),19,
P11,7,5,Response,생수병(500mL~1L) 들고 팔 들어 올리기 × 15회 × 3세트,37,
P11,7,6,Response,의자에 손 짚고 팔 굽혔다 펴기(트라이셉 딥스) × 10~15회 × 3세트,41,
P11,7,7,Response,팔 크게 앞뒤로 돌리기 1분 × 2세트,21,
P11,7,8,Response,벽 푸시업 15회 × 2세트,15,
P11,7,9,Response,"이 정도면 10분 안에 끝나고, 팔 뒤쪽(흔히 말하는 '출렁살')에 자극이 잘 와.",46,
P11,7,10,Response,그리고 일상에서 하나만 더 신경 쓰면 좋아.,24,
P11,7,11,Response,"단백질은 너무 적게 먹지 않기(계란, 두부, 닭고기 등).",32,
P11,7,12,Response,짠 음식을 줄이면 팔도 붓기가 빠져 조금 더 슬림해 보일 수 있어.,37,
P11,7,13,Response,2주 후 기대할 수 있는 변화,16,
P11,7,14,Response,"팔둘레가 드라마틱하게 줄어들진 않지만,",21,
P11,7,15,Response,붓기가 빠지고 팔 뒤쪽이 조금 탄탄해지면서 반팔 입었을 때 라인이 더 예뻐 보이는 변화는 충분히 기대할 수 있어.,63,
P11,7,16,Response,💡 운동 진짜 싫어한다면 '팔뚝 운동 10분'만 하는 것도 괜찮아.,37,
P11,7,17,Response,전신운동보다 훨씬 부담이 적어서 꾸준히 하기 쉬워.,28,
P11,7,18,Response,원하면 누워서 하는 팔뚝 운동 5분 루틴이나 침대에서도 할 수 있는 초간단 루틴으로도 알려줄게.,53,
P11,8,-,Prompt,초간단 루틴,6,-
P11,8,1,Response,"좋아ㅋㅋ 너처럼 ""운동 진짜 싫은 사람"" 기준으로 짜줄게.",32,
P11,8,2,Response,🌷 딱 5분 팔뚝 루틴 (매일 또는 주 5일),25,
P11,8,3,Response,팔 돌리기 (1분),10,
P11,8,4,Response,양팔을 옆으로 쭉 펴고,12,
P11,8,5,Response,앞으로 30초,7,
P11,8,6,Response,뒤로 30초,6,
P11,8,7,Response,최대한 크게 돌리기,10,
P11,8,8,Response,물병 들고 팔 뒤로 펴기 (1분),18,
P11,8,9,Response,500mL 생수병 하나 들고,15,
P11,8,10,Response,머리 위에서 팔을 굽혔다가 펴기,17,
P11,8,11,Response,15~20회,6,
P11,8,12,Response,👉 팔 뒤쪽(출렁이는 부분)에 가장 효과적인 동작이야.,30,
P11,8,13,Response,벽 푸시업 (1분),10,
P11,8,14,Response,벽에서 한 걸음 떨어져 서기,15,
P11,8,15,Response,벽을 밀었다가 다시 가까워지기,16,
P11,8,16,Response,15~20회,6,
P11,8,17,Response,팔 흔들기 (1분),10,
P11,8,18,Response,양팔을 옆으로 뻗고,10,
P11,8,19,Response,위아래로 작게 흔들기 30초,15,
P11,8,20,Response,앞뒤로 흔들기 30초,11,
P11,8,21,Response,🔥 마지막 30초쯤 되면 은근 팔이 뜨거워질 거야.,28,
P11,8,22,Response,스트레칭 (1분),9,
P11,8,23,Response,팔을 가슴 쪽으로 당기기,13,
P11,8,24,Response,머리 뒤로 넘겨 삼두 스트레칭,16,
P11,8,25,Response,양쪽 각각 30초,9,
P11,8,26,Response,💕 이 루틴의 장점,10,
P11,8,27,Response,✔️ 5분이면 끝,9,
P11,8,28,Response,✔️ 땀 거의 안 남,11,
P11,8,29,Response,✔️ 집에서 잠옷 입고 가능,15,
P11,8,30,Response,✔️ 운동 싫어하는 사람도 부담이 적음,21,
P11,8,31,Response,그리고 하나만 더!,10,
P11,8,32,Response,📱 TV 보면서 이것만 해도 좋아,18,
P11,8,33,Response,드라마나 유튜브 볼 때 500mL 생수병 들고 팔을 옆으로 든 채 30초 버티기 × 3번만 해봐.,54,
P11,8,34,Response,정말 간단한데 팔에 자극이 꽤 와.,19,
P11,8,35,Response,"2주 안에 팔뚝을 최대한 예쁘게 만들고 싶다면, 이 5분 루틴에 하루 20분 정도만 가볍게 걷기를 더해봐.",59,
P11,8,36,Response,체중이 크게 안 변해도 붓기가 빠지면서 팔 라인이 훨씬 깔끔해 보일 가능성이 높아.,46,
P11,9,-,Prompt,오 좋다 뱃살 빼는 쉬운 루틴도 알려줘,21,-
P11,9,1,Response,좋아ㅋㅋ 너 스타일 이제 파악했어.,19,
P11,9,2,Response,"**""숨 안 차고, 땀 안 나고, 귀찮지 않은 운동""**으로 갈게.",37,
P11,9,3,Response,🫶 5분 뱃살 루틴,10,
P11,9,4,Response,누워서 무릎 당기기 (1분),15,
P11,9,5,Response,등을 대고 누워,8,
P11,9,6,Response,무릎을 가슴 쪽으로 당겼다가 내리기,19,
P11,9,7,Response,천천히 반복,6,
P11,9,8,Response,👉 아랫배 자극!,9,
P11,9,9,Response,데드버그 (1분),9,
P11,9,10,Response,팔과 다리를 천장으로 올리기,15,
P11,9,11,Response,오른팔+왼다리 내렸다가 돌아오기,17,
P11,9,12,Response,반대로 반복,6,
P11,9,13,Response,👉 허리에 부담이 적고 코어 운동으로 좋아.,24,
P11,9,14,Response,브릿지 (1분),8,
P11,9,15,Response,무릎 세우고 누운 상태,12,
P11,9,16,Response,엉덩이를 천천히 들어 올렸다 내리기,19,
P11,9,17,Response,15~20회,6,
P11,9,18,Response,👉 아랫배 + 엉덩이까지 같이 운동돼.,21,
P11,9,19,Response,플랭크 (30초 × 2),13,
P11,9,20,Response,팔꿈치 대고 버티기,10,
P11,9,21,Response,30초만 해도 충분!,11,
P11,9,22,Response,👉 30초도 힘들면 15초씩 나눠서 해도 괜찮아.,27,
P11,9,23,Response,마무리 스트레칭 (1분),13,
P11,9,24,Response,누워서 몸 쭉 펴기,10,
P11,9,25,Response,허리 비틀기 스트레칭,11,
P11,9,26,Response,⭐ 이것만 하나 더!,11,
P11,9,27,Response,배는 운동보다 붓기 관리가 진짜 커.,20,
P11,9,28,Response,딱 두 가지만 해봐.,11,
P11,9,29,Response,저녁 먹고 바로 눕지 않기(30분 정도 앉아 있거나 조금 움직이기),37,
P11,9,30,Response,물 하루 1.5~2L 마시기,15,
P11,9,31,Response,이것만 해도 아침에 배가 훨씬 덜 빵빵한 느낌이 들 수 있어.,34,
P11,9,32,Response,📅 너한테 추천하는 하루 루틴,16,
P11,9,33,Response,💪 팔뚝 루틴 5분,10,
P11,9,34,Response,🤸 뱃살 루틴 5분,10,
P11,9,35,Response,딱 10분!,6,
P11,9,36,Response,"이 정도는 ""귀찮아..."" 하면서도 막상 시작하면 금방 끝나. 😄",36,
P11,9,37,Response,그리고 하나 팁!,9,
P11,9,38,Response,"유튜브에서 **'빅씨스 10분 복부 운동'**이나 '소미핏 10분 복부' 같은 영상은 설명을 따라 하기 쉽고, 초보자도 부담이 적어서 시작하기 좋아.",83,
P11,9,39,Response,"2주 동안 이 정도만 꾸준히 해도 체중이 크게 변하지 않더라도 팔뚝이 조금 탄탄해지고, 배에 힘이 생기면서 옷 핏이 달라졌다는 느낌은 받을 가능성이 충분히 있어.",90,
P11,10,-,Prompt,그럼 최종 정리해줘,10,-
P11,10,1,Response,좋아!,3,
P11,10,2,Response,운동 싫어하는 164cm / 57kg 기준으로 진짜 꾸준히 할 수 있는 루틴만 정리해줄게.,50,
P11,10,3,Response,😂,1,
P11,10,4,Response,🌷 2주 초간단 다이어트 루틴,16,
P11,10,5,Response,🌞 매일,4,
P11,10,6,Response,💪 팔뚝 (5분),9,
P11,10,7,Response,팔 돌리기 1분,8,
P11,10,8,Response,생수병 들고 팔 뒤로 펴기 15~20회,21,
P11,10,9,Response,벽 푸시업 15~20회,12,
P11,10,10,Response,팔 흔들기 1분,8,
P11,10,11,Response,스트레칭 1분,7,
P11,10,12,Response,🤍 뱃살 (5분),9,
P11,10,13,Response,무릎 당기기 1분,9,
P11,10,14,Response,데드버그 1분,7,
P11,10,15,Response,브릿지 1분,6,
P11,10,16,Response,플랭크 30초 × 2,11,
P11,10,17,Response,스트레칭 1분,7,
P11,10,18,Response,➡️ 총 10분,8,
P11,10,19,Response,🚶 운동은 이것만,9,
P11,10,20,Response,하루 20~30분 걷기,12,
P11,10,21,Response,못 하면 15분만 걸어도 OK!,17,
P11,10,22,Response,중요한 건 매일 조금씩 하는 것이야.,20,
P11,10,23,Response,🍚 식단(다이어트식 X),13,
P11,10,24,Response,평소처럼 먹되 이것만!,12,
P11,10,25,Response,✅ 밥 2~3숟갈 덜 먹기,14,
P11,10,26,Response,✅ 야식 안 먹기,9,
P11,10,27,Response,✅ 달달한 음료 대신 물이나 제로음료,20,
P11,10,28,Response,✅ 과자는 매일 먹는다면 이틀에 한 번으로 줄이기,27,
P11,10,29,Response,💧 생활습관,6,
P11,10,30,Response,물 1.5~2L,8,
P11,10,31,Response,저녁 먹고 바로 눕지 않기,14,
P11,10,32,Response,수면 7시간 이상,9,
P11,10,33,Response,🎯 목표,4,
P11,10,34,Response,✔️ 체중: -1~2kg 정도를 현실적인 목표로 생각하기,31,
P11,10,35,Response,✔️ 팔뚝·배 라인 정리,13,
P11,10,36,Response,✔️ 얼굴 붓기 감소,11,
P11,10,37,Response,❤️ 제일 중요한 것,11,
P11,10,38,Response,절대 하루도 안 빠지고 하려고 하지 마.,22,
P11,10,39,Response,2주 동안,5,
P11,10,40,Response,운동 10일만 성공해도 성공!,16,
P11,10,41,Response,걷기 7~10일만 해도 성공!,16,
P11,10,42,Response,완벽하게 하려다 포기하는 것보다 80%만 꾸준히 하는 게 훨씬 효과적이야.,41,
P11,10,43,Response,📌 딱 한 줄 요약,10,
P11,10,44,Response,매일 팔뚝 5분 + 뱃살 5분 + 20분 걷기 + 밥 2~3숟갈 덜 먹기.,41,
P11,10,45,Response,"이 정도면 운동을 귀찮아하는 사람도 비교적 부담 없이 시작할 수 있고, 2주 후에는 체중보다도 반팔 입었을 때 팔 라인과 허리 라인이 조금 더 정돈된 느낌을 기대해볼 수 있어. 😊",100,
