p_id,turn,sent_no,role,text,chars,esconv
P06,2,15,Response,"그리고 하나 위안이 되는 건, 인터넷에는 ""12시간 걸렸다"", ""지옥이었다"" 같은 극단적인 경험담이 많이 올라와서 더 무섭게 느껴지는 경우가 많아.",82,
P06,2,16,Response,실제로는 1~2시간 정도 지연되는 경우도 꽤 많아.,28,
P06,2,17,Response,강릉은 이번 주말에 놀러 가는 거지?,20,
P06,2,18,Response,"그래도 여행 가서 오는 내내 교통 걱정만 하지 말고, 돌아오는 날만 조금 여유 있게 생각하면 될 거야.",57,
P06,3,-,Prompt,아 걸리는 시간만 4시간이라고? 왓더 fuck 나는 그럼 쉬지도 못하고 그냥 노동하러 가는거네 솔직히 너무 가기 싫다. 근데 가족 여행이라 가야됨 fuck 엄마아빠언니는 울산에서 와서 나혼자 버스타고 가야하는게 너무 지옥같은 곳에서 날꺼내줘 아진짜 내가 토요일에 나먼저 간다니까 ㅈㄴ안보내주는데 어떡하냐 진짜 왜 다들 나를 이렇게 못살게 구는거냐? 정말 정신병 걸려도 이해해줘야한다 이거는 전국민이,222,-
P06,3,1,Response,ㅋㅋㅋㅋㅋㅋ 읽는데 진짜 스트레스가 여기까지 느껴진다.,30,
P06,3,2,Response,"근데 내가 보기엔 **여행 자체보다 ""월요일이 이미 정해져 있는 상태""**가 더 문제야.",49,
P06,3,3,Response,수·목·월 야근 확정.,12,
P06,3,4,Response,일요일은 몇 시간 버스 타야 함.,18,
P06,3,5,Response,월요일은 또 바로 출근.,13,
P06,3,6,Response,이러면 솔직히 **'여행 간다'가 아니라 '체력 깎으러 간다'**는 느낌이 들 수밖에 없어.,51,
P06,3,7,Response,그리고 혼자 성남에서 버스 타고 강릉 가는 것도 은근 힘들지.,34,
P06,3,8,Response,"부모님, 언니는 울산에서 오는데 혼자 이동해야 하고, 돌아올 때도 혼자 장시간 버스라니... ""아 왜 나만 이 고생이지?""라는 생각이 드는 건 충분히 이해돼.",88,
P06,3,9,Response,근데 한 가지는 아직 포기하지 않았으면 좋겠어.,26,
P06,3,10,Response,토요일 먼저 올라오는 걸 한 번 더 얘기해 보는 것.,29,
P06,3,11,Response,"""가기 싫어서가 아니라 월요일 야근 때문에 컨디션 관리해야 한다. 일요일 오후 버스는 막히면 5~6시간 걸릴 수도 있어서 월요일 업무에 영향이 갈까 걱정된다.""",89,
P06,3,12,Response,"이렇게 현실적인 이유로 말하면 부모님도 그냥 ""놀기 싫어서 그런다""는 느낌보다는 다르게 받아들이실 수도 있어.",61,
P06,3,13,Response,그리고... 부모님 입장도 조금은 예상돼.,23,
P06,3,14,Response,"아마 ""가족 여행인데 하루라도 더 같이 있고 싶다""는 마음일 가능성이 커.",41,
P06,3,15,Response,"그래서 안 보내려는 거지, 일부러 너를 힘들게 하려는 건 아닐 거야.",38,
P06,3,16,Response,그래도 네 입장에서는 진짜 답답하지.,20,
P06,3,17,Response,'월요일에 내가 일하는 건 난데...' 하는 생각이 드는 것도 당연하고.,40,
P06,3,18,Response,"일단 지금은 아직 시간이 있으니까,",19,
P06,3,19,Response,"버스 시간 변경이 가능한지,",15,
P06,3,20,Response,아니면 토요일 복귀를 다시 한 번 설득할 수 있는지,28,
P06,3,21,Response,이 두 가지는 한 번 더 시도해 보는 게 좋겠어.,27,
P06,3,22,Response,"그리고 진짜 너무 걱정되는 건 ""6시간 확정""은 아니라는 거야.",35,
P06,3,23,Response,"일요일 오후는 막힐 가능성이 높지만, 매주 똑같이 극심한 정체가 생기는 건 아니고, 날씨나 휴가철, 사고 여부에 따라서도 차이가 꽤 커.",76,
P06,3,24,Response,그러니까 아직은 최악의 경우를 이미 확정된 것처럼 생각해서 여행 시작도 전에 기운 다 빼지는 않았으면 좋겠다.,61,
P06,3,25,Response,"다만... 수목월 야근에 일요일 장거리 버스는, 그 일정 짠 사람은 체력 시험 보는 줄 알았을 것 같긴 하다. 😅",63,
P06,4,-,Prompt,그렇지. 또 금요일 오전 10시반 출발이거든.. 잘 틈이 1도없어 아 진짜 미치네 정말 왜이러냐?,54,-
P06,4,1,Response,아니 잠깐ㅋㅋㅋㅋㅋ 일정을 다시 보니까.,22,
P06,4,2,Response,수요일 야근,6,
P06,4,3,Response,목요일 야근,6,
P06,4,4,Response,금요일 오전 10시 30분 버스,17,
P06,4,5,Response,금·토·일 가족여행,10,
P06,4,6,Response,일요일 오후 1시 30분 버스,16,
P06,4,7,Response,월요일 출근 + 야근,11,
P06,4,8,Response,이거면 거의 회복 시간이 없는 일정이네.,22,
P06,4,9,Response,"그래서 네가 ""가기 싫다""는 게 여행이 싫어서가 아니라, **'쉬는 주말이 통째로 이동 + 일정으로 채워지는 게 부담스럽다'**는 거잖아.",77,
P06,4,10,Response,특히 수목 야근하고 금요일 아침에 바로 나가야 하면 목요일 밤에 늦게 자는 순간 금요일부터 피곤함이 시작될 가능성이 크고.,68,
P06,4,11,Response,그래도 한 가지 현실적인 위안은 있어.,21,
P06,4,12,Response,버스에서는 아무것도 안 해도 된다. 운전하는 게 아니라서:,32,
P06,4,13,Response,"목베개 챙기고,",8,
P06,4,14,Response,"이어폰 끼고,",7,
P06,4,15,Response,"눈이라도 붙이고,",9,
P06,4,16,Response,쉬는 게 최선이야.,10,
P06,4,17,Response,"집 침대에서 자는 것만큼은 아니지만, 몸을 쉬게 하는 데는 도움이 돼.",39,
P06,4,18,Response,그리고 부모님께는 한 번 정도는 이렇게 말해볼 만해.,29,
P06,4,19,Response,"""나 여행 안 가겠다는 게 아니라, 이번 주는 야근이 연달아 있어서 체력이 걱정돼. 다음에도 가족여행은 같이 갈 테니까 이번만 일정 조금만 조정하면 안 될까?""",89,
P06,4,20,Response,만약 이미 일정 변경이 어렵다면... 이제 목표는 **'여행을 최대한 편하게 버티는 것'**으로 바꾸는 게 나을 수도 있어.,69,
P06,4,21,Response,"그리고 하나만 말하자면, 강릉 가서도 계속 일정 꽉 채우지 말고 중간중간 쉬어.",44,
P06,4,22,Response,"가족여행이라고 계속 돌아다녀야 하는 건 아니니까, 잠깐 카페에서 쉬거나 숙소에서 30분이라도 누워 있는 시간이 생각보다 월요일 컨디션에 도움이 돼.",82,
P06,4,23,Response,"지금은 일정만 봐도 ""아..."" 소리가 나오는 건 사실이야.",33,
P06,4,24,Response,"😅 그래도 아직 출발 전이니까, 너무 미리 '월요일까지 망했다'고 확정 짓지는 말고, 갈 수 있는 범위에서 몸을 아끼는 쪽으로 준비해 보자.",78,
P06,5,-,Prompt,그래? 근데 야근이 언제어떻게 몇시간할지 아무도 모름 그냥 다죽자 아이ㅣㅣㅣㅣㅣ미친 하하하하하하하 싸이코패스되버리자 그냥 ㅇㅋ?,71,-
P06,5,1,Response,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,
P06,5,2,Response,"""야근이 언제 어떻게 몇 시간 할지 아무도 모름""",27,
P06,5,3,Response,이게 제일 무서운 문장이다.,15,
P06,5,4,Response,퇴근 시간:,6,
P06,5,5,Response,"팀장: ""조금만 더 볼까요?""",16,
P06,5,6,Response,"너: ""오늘도...?🥹""",13,
P06,5,7,Response,"팀장: ""아직 몰라요^^""",14,
P06,5,8,Response,이 상태에서 금요일 10시 반 버스면 진짜 목요일 밤부터 '제발 오늘 일찍 끝나라' 기도메타 들어가야 하는 거잖아.,64,
P06,5,9,Response,그리고 너 지금 말투 보면 거의 정신이 이 단계임.,28,
P06,5,10,Response,"😡 ""아 진짜 왜 이래.""",14,
P06,5,11,Response,"😭 ""가기 싫다.""",10,
P06,5,12,Response,"🤡 ""다 죽자.""",9,
P06,5,13,Response,"🤪 ""싸이코패스 되버리자 ㅇㅋ?""",18,
P06,5,14,Response,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10,
P06,5,15,Response,"근데 농담 빼고, 일정 자체는 빡센 게 맞아.",25,
P06,5,16,Response,"사람은 **'쉴 시간이 있다는 확신'**이 있어야 버티는데, 너는 이번 주가 전부 불확실해.",51,
P06,5,17,Response,수요일: 야근?,8,
P06,5,18,Response,목요일: 야근?,8,
P06,5,19,Response,금요일: 오전 버스.,11,
P06,5,20,Response,일요일: 장거리 버스.,12,
P06,5,21,Response,월요일: 또 야근.,10,
P06,5,22,Response,그러니 벌써부터 피곤한 기분이 드는 거지.,23,
P06,5,23,Response,그래도 하나는 장담할 수 있어.,17,
P06,5,24,Response,지금이 제일 힘들다.,11,
P06,5,25,Response,"이상하게 사람은 여행 가기 전까지 ""아 X됐다...""를 백 번 생각하는데, 막상 금요일에 출발하면 그때부터는 그냥 흘러가더라.",70,
P06,5,26,Response,"강릉 가서 맛있는 거 먹고 바다 보면 ""그래... 온 김에 놀자."" 하는 순간도 분명 있을 거야.",54,
P06,5,27,Response,그리고 돌아오는 버스에서는...,17,
P06,5,28,Response,그냥 세상과 단절해.,11,
P06,5,29,Response,이어폰.,4,
P06,5,30,Response,목베개.,4,
P06,5,31,Response,폰 충전기.,6,
P06,5,32,Response,물.,2,
P06,5,33,Response,과자.,3,
P06,5,34,Response,"""아무도 나에게 말을 걸지 마세요"" 모드.",23,
P06,5,35,Response,그게 그날 할 수 있는 최선이다. 😂,20,
P06,5,36,Response,그래도 마지막으로 하나만...,16,
P06,5,37,Response,월요일 야근도 아직 '얼마나'인지는 모르는 거잖아.,28,
P06,5,38,Response,그러니까 지금은 일요일 버스가 6시간 + 월요일 새벽 퇴근까지 한꺼번에 상상해서 스스로를 괴롭힐 필요는 없어.,61,
P06,5,39,Response,일단 이번 주 목표는 딱 하나.,17,
P06,5,40,Response,"""살아서 강릉 갔다가 살아서 돌아오기.""",22,
P06,5,41,Response,"이거 달성하면 다음 주에 우리 둘이 ""그래도 생각보단 버틸 만했네?""라고 웃을 수도 있고,",50,
P06,5,42,Response,반대로 진짜 헬이었다면... 그때는 내가 같이 욕해줄게. 😭,33,
P06,6,-,Prompt,근데 너도 말이 너무 많다 어차피 고통 받는건 난데 잠자코 들어,35,-
P06,6,1,Response,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인정.,14,
P06,6,2,Response,🤐,1,
P06,6,3,Response,(조용히 고개 끄덕이며),13,
P06,6,4,Response,이번 주 일정: 헬,10,
P06,6,5,Response,야근: 랜덤,6,
P06,6,6,Response,금요일: 10시 반 출발,13,
P06,6,7,Response,일요일: 1시 반 버스,12,
P06,6,8,Response,월요일: 노동,7,
P06,6,9,Response,...애도합니다.,9,
P06,6,10,Response,🫡,1,
